id,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
38597,Ch'ang,598.0,France,Male,58.0,2,144640.29,1,1.0,0.0,59843.96,0
38598,Pirozzi,695.0,France,Female,38.0,4,0.0,2,1.0,0.0,71832.04,0
38599,Young,663.0,France,Male,49.0,8,0.0,2,1.0,0.0,142607.16,0
38600,Hsueh,538.0,France,Male,38.0,5,0.0,2,1.0,1.0,181846.91,0
38601,Ts'ui,716.0,France,Female,38.0,1,0.0,2,1.0,0.0,,0
38602,Ts'ui,711.0,France,Male,46.0,9,103647.96,1,1.0,1.0,68249.45,0
38603,Nnonso,555.0,France,Male,36.0,8,96870.07,1,0.0,1.0,125840.12,0
38604,Uwaezuoke,733.0,Spain,Male,31.0,2,0.0,2,1.0,0.0,176554.62,0
38606,Hsueh,590.0,Spain,Male,37.0,6,0.0,2,1.0,1.0,117203.83,0
38607,Folliero,677.0,France,Male,36.0,5,0.0,2,1.0,1.0,141965.8,0
38610,K?,492.0,France,Male,42.0,2,0.0,1,1.0,1.0,693.65,0
38611,K?,653.0,Germany,Male,32.0,3,116067.35,2,1.0,1.0,173632.44,0
38612,Lung,614.0,Spain,Male,38.0,9,0.0,1,0.0,1.0,169804.57,0
38614,Nwankwo,738.0,France,Female,32.0,8,139888.87,1,1.0,1.0,64247.65,0
38616,Y?an,707.0,Spain,Female,37.0,3,0.0,1,0.0,1.0,153857.29,0
38617,Artemieva,619.0,France,Male,32.0,4,148239.31,1,1.0,1.0,121444.86,0
38619,Stevenson,609.0,France,Female,51.0,1,0.0,2,1.0,1.0,134739.26,0
38621,Nwabugwu,577.0,Germany,Male,38.0,4,135655.5,1,1.0,0.0,49218.8,1
38622,Y?,762.0,France,Male,41.0,8,0.0,2,1.0,0.0,152551.46,0
38623,Chukwueloka,647.0,France,Male,47.0,4,123681.7,1,1.0,0.0,78999.34,1
38625,Fiorentini,584.0,Spain,Male,56.0,5,0.0,1,1.0,1.0,153163.96,1
38626,Hsing,590.0,Germany,Male,43.0,4,131831.73,1,1.0,0.0,,1
38628,Chikelu,850.0,Germany,Female,42.0,5,114576.91,1,0.0,1.0,,1
38629,Bruno,619.0,France,Male,31.0,4,0.0,1,1.0,0.0,145569.55,0
38630,McLean,730.0,France,Female,44.0,3,134615.48,1,0.0,0.0,145985.78,0
38631,Hsieh,691.0,France,Female,31.0,3,117057.21,1,1.0,0.0,93378.08,0
38632,Martin,554.0,France,Female,26.0,2,0.0,2,1.0,1.0,102216.84,1
38634,Ni,608.0,France,Female,59.0,1,0.0,1,1.0,1.0,70456.34,0
38635,Chidiebere,820.0,France,Male,40.0,4,131820.48,2,1.0,0.0,22950.26,0
38636,Iloerika,683.0,France,Male,34.0,6,0.0,2,1.0,0.0,80662.41,0
38641,T'ao,773.0,France,Male,26.0,4,147737.18,2,1.0,1.0,101968.97,0
38643,Tuan,622.0,France,Male,33.0,9,0.0,4,1.0,0.0,152639.55,0
38644,Macleod,689.0,France,Male,41.0,7,0.0,2,1.0,0.0,164423.05,0
38646,Fanucci,653.0,France,Male,31.0,10,106061.75,2,1.0,0.0,2165.28,0
38648,Pinto,675.0,France,Male,35.0,9,0.0,2,1.0,0.0,139314.89,0
38650,Williamson,642.0,Spain,Male,32.0,10,0.0,2,0.0,0.0,91773.24,0
38651,H?,714.0,France,Female,31.0,8,0.0,2,1.0,1.0,80185.18,0
38653,Chu,850.0,France,Female,31.0,9,0.0,2,0.0,0.0,87428.48,0
38654,Jordan,761.0,France,Male,31.0,8,0.0,1,0.0,0.0,166519.24,0
38655,Chikezie,705.0,Germany,Female,44.0,5,84268.64,3,0.0,0.0,131589.22,1
38656,Ch'eng,591.0,Germany,Female,51.0,3,114702.18,1,1.0,1.0,108628.27,1
38658,Rizzo,656.0,France,Female,27.0,5,0.0,1,1.0,0.0,179902.78,0
38660,Nnanna,633.0,Spain,Male,40.0,8,0.0,1,1.0,1.0,127694.95,0
38661,Crumbley,686.0,Spain,Male,27.0,3,0.0,2,0.0,0.0,198193.57,0
38662,Shaw,680.0,France,Male,28.0,10,112934.49,2,1.0,1.0,122392.98,0
38663,Nwagugheuzo,695.0,Spain,Male,30.0,7,109573.81,1,1.0,1.0,158629.93,0
38664,Ch'ang,677.0,Spain,Female,44.0,5,0.0,1,1.0,0.0,45706.6,1
38665,Kegley,,Spain,Male,33.0,5,0.0,2,1.0,0.0,,0
38667,Fitch,717.0,France,Female,35.0,5,0.0,2,1.0,0.0,,0
38668,Nnaemeka,703.0,Spain,Male,34.0,4,0.0,2,0.0,1.0,166253.67,0
38671,Ts'ao,,France,Male,44.0,3,100989.46,1,0.0,1.0,108222.27,0
38673,Chiazagomekpere,653.0,France,Female,56.0,8,137244.95,1,1.0,1.0,147861.76,1
38674,Yefremova,699.0,Spain,Male,37.0,3,0.0,2,1.0,1.0,,0
38675,Chia,579.0,Germany,Male,56.0,1,121942.03,2,1.0,1.0,143791.74,1
38678,Uspensky,586.0,Germany,Male,42.0,3,119823.74,2,1.0,1.0,72696.49,0
38679,Nwachinemelu,587.0,France,Male,30.0,5,0.0,1,1.0,0.0,163736.28,0
38680,Walker,749.0,Germany,Male,39.0,5,136396.24,2,1.0,1.0,85809.57,0
38682,P'eng,682.0,Spain,Male,39.0,5,80264.1,1,1.0,1.0,133879.22,0
38684,Fiorentini,,France,Male,39.0,9,139744.65,1,1.0,0.0,,0
38685,Nkemjika,651.0,Germany,Female,32.0,4,107721.4,2,1.0,1.0,43823.8,0
38686,Ch'eng,688.0,Germany,Female,37.0,10,113684.86,1,1.0,1.0,102667.53,1
38688,Ikedinachukwu,611.0,Spain,Male,42.0,3,0.0,1,1.0,1.0,103383.42,0
38689,DeRose,650.0,France,Female,57.0,1,141577.39,1,1.0,1.0,73421.73,0
38690,Bledsoe,576.0,Spain,Female,38.0,1,100029.25,1,1.0,1.0,166344.45,0
38692,Nnachetam,645.0,France,Male,37.0,4,137549.53,1,1.0,0.0,161507.86,0
38694,Campbell,713.0,France,Male,33.0,5,81555.08,2,1.0,0.0,140432.01,1
38695,Sun,661.0,France,Male,34.0,4,0.0,2,1.0,0.0,86379.88,0
38698,Obinna,850.0,Germany,Male,33.0,4,134942.16,2,1.0,1.0,,0
38699,Olague,585.0,Spain,Female,37.0,2,111452.5,1,1.0,1.0,97305.92,0
38701,Nwachinemelu,749.0,Germany,Male,36.0,9,124237.08,1,1.0,0.0,152341.68,0
38703,Ugorji,594.0,France,Male,37.0,2,0.0,2,1.0,1.0,132012.77,0
38704,Pisano,732.0,Spain,Male,40.0,3,0.0,2,1.0,1.0,84375.59,0
38705,Onyeoruru,644.0,Spain,Female,24.0,8,92499.35,1,1.0,0.0,36079.15,0
38706,Lappin,559.0,Spain,Male,35.0,1,121670.86,1,1.0,1.0,72470.13,0
38708,T'ao,596.0,France,Male,27.0,1,0.0,2,1.0,1.0,86307.86,0
38709,De Luca,583.0,France,Male,61.0,1,0.0,1,1.0,0.0,54504.41,1
38714,T'ao,676.0,Spain,Female,47.0,6,0.0,2,1.0,0.0,53346.0,1
38715,Yobachi,709.0,Germany,Female,47.0,1,123972.57,1,0.0,1.0,873.87,1
38716,Ts'ai,646.0,France,Male,36.0,9,0.0,2,1.0,0.0,118701.33,0
38717,Chiang,730.0,Spain,Male,43.0,6,118263.26,1,1.0,0.0,,0
38718,P'an,661.0,France,Male,35.0,5,0.0,3,0.0,1.0,131020.6,1
38719,Esposito,678.0,France,Male,28.0,4,128013.16,2,1.0,1.0,79499.36,0
38720,Yobachi,,France,Male,38.0,2,0.0,2,1.0,1.0,157802.87,0
38721,Nwagugheuzo,679.0,France,Female,46.0,5,0.0,1,1.0,0.0,,1
38722,Nkemdirim,684.0,Germany,Female,46.0,6,111525.4,1,1.0,0.0,66805.05,1
38723,Birdseye,742.0,Spain,Female,37.0,3,0.0,2,1.0,1.0,69437.38,0
38726,Swinton,614.0,France,Female,31.0,1,71256.56,2,1.0,1.0,126458.29,0
38729,Ch'ang,699.0,France,Male,30.0,1,125699.82,1,1.0,1.0,193817.32,1
38730,Scott,627.0,France,Male,40.0,1,0.0,2,1.0,0.0,61286.38,0
38731,Pagnotto,648.0,Germany,Male,54.0,2,131292.63,1,1.0,0.0,,1
38732,Udinese,594.0,France,Male,37.0,5,155016.45,1,1.0,1.0,,0
38733,Manna,577.0,France,Male,39.0,1,96627.05,1,1.0,1.0,145513.47,0
38734,Ch'in,554.0,Spain,Male,36.0,7,145183.02,1,1.0,1.0,,0
38735,Nwankwo,593.0,France,Male,41.0,2,0.0,2,1.0,0.0,,0
38736,Ch'in,644.0,Spain,Female,40.0,7,106137.01,1,1.0,1.0,164134.04,0
38737,Li,697.0,France,Female,20.0,1,0.0,2,1.0,0.0,,0
38738,Kao,675.0,Spain,Female,36.0,1,133532.5,1,0.0,1.0,7949.19,0
38739,McIntosh,,Spain,Female,38.0,7,0.0,1,1.0,0.0,86047.64,1
38741,Tretiakova,612.0,France,Male,31.0,9,0.0,2,0.0,1.0,161895.2,0
38742,Chukwuebuka,591.0,Germany,Female,52.0,3,161615.93,1,1.0,0.0,132014.69,1
38744,Fiorentini,640.0,Spain,Male,35.0,6,0.0,1,1.0,0.0,,0
38745,Madukwe,622.0,Spain,Male,37.0,2,0.0,2,1.0,0.0,,0
38747,De Luca,724.0,Spain,Female,50.0,9,0.0,2,1.0,0.0,74515.3,0
38748,Grave,633.0,Spain,Male,33.0,5,138152.6,1,1.0,0.0,98397.02,0
38750,Yermolayev,663.0,France,Female,40.0,9,0.0,2,1.0,0.0,72699.79,0
38751,Onyemauchechukwu,577.0,France,Male,26.0,3,0.0,2,1.0,0.0,,0
38752,T'ien,693.0,France,Female,33.0,2,0.0,2,1.0,0.0,,0
38753,Chukwualuka,648.0,France,Male,33.0,2,127202.52,1,0.0,0.0,154678.17,0
38755,Gilleland,544.0,France,Female,46.0,9,0.0,1,1.0,0.0,142593.74,1
38757,Ts'ui,563.0,France,Female,28.0,2,128000.16,2,1.0,0.0,,0
38758,Nwachinemelu,635.0,Spain,Male,27.0,1,0.0,2,1.0,1.0,,0
38759,Bruno,658.0,Germany,Male,56.0,5,127724.37,2,1.0,1.0,80620.98,0
38760,Robertson,692.0,France,Female,32.0,2,87815.96,2,0.0,1.0,,0
38761,Lucciano,684.0,France,Male,32.0,8,0.0,2,1.0,0.0,117036.02,0
38762,Hsia,516.0,Germany,Male,33.0,4,116730.52,1,0.0,1.0,43960.03,0
38769,Micklem,669.0,France,Female,32.0,6,0.0,2,1.0,1.0,151837.53,0
38771,Pinto,695.0,France,Female,30.0,9,0.0,2,1.0,1.0,129955.8,0
38773,Ewers,734.0,France,Male,35.0,4,0.0,2,0.0,1.0,198743.08,0
38774,Hewitt,595.0,France,Female,34.0,9,131748.93,2,1.0,1.0,177453.78,0
38775,Genovesi,486.0,France,Female,31.0,8,0.0,1,1.0,0.0,,1
38776,Kao,569.0,France,Male,34.0,9,0.0,2,1.0,0.0,145905.15,0
38777,Miah,737.0,France,Male,36.0,5,0.0,1,1.0,0.0,101191.16,0
38778,Ch'iu,683.0,Germany,Female,33.0,1,121210.24,2,1.0,0.0,107450.02,0
38780,Gordon,669.0,France,Female,38.0,8,128286.01,1,1.0,1.0,7006.55,0
38781,Standish,587.0,France,Male,51.0,4,128052.74,1,1.0,0.0,109363.65,1
38782,Barrera,673.0,Germany,Male,37.0,4,130490.88,1,1.0,1.0,187311.68,0
38783,Nnamdi,703.0,France,Female,28.0,2,0.0,1,1.0,1.0,88304.04,0
38784,McIntosh,,France,Male,33.0,2,0.0,1,1.0,1.0,71863.94,1
38785,Lawrence,711.0,Spain,Male,27.0,5,0.0,2,0.0,0.0,80137.27,0
38786,T'ao,652.0,France,Female,24.0,6,0.0,1,1.0,1.0,54432.52,0
38787,Nkemakolam,,Spain,Male,26.0,9,0.0,1,1.0,1.0,170701.36,1
38788,Tien,663.0,France,Male,39.0,6,124433.94,1,1.0,0.0,162983.58,0
38790,Mironova,607.0,France,Male,43.0,9,121471.89,2,1.0,0.0,49286.46,0
38791,Liao,667.0,Germany,Male,29.0,1,141599.71,1,1.0,1.0,126878.08,0
38793,White,722.0,France,Female,41.0,1,0.0,2,1.0,0.0,165278.47,0
38795,Okwudiliolisa,585.0,France,Female,33.0,8,0.0,1,1.0,0.0,70106.85,0
38798,Lucchesi,669.0,France,Female,33.0,3,0.0,2,1.0,0.0,,0
38800,Genovesi,753.0,France,Male,31.0,2,0.0,2,1.0,1.0,103638.15,0
38801,Tien,753.0,France,Male,43.0,8,0.0,2,1.0,1.0,146839.05,0
38802,Ts'ui,,France,Male,47.0,9,0.0,2,1.0,0.0,183784.82,0
38803,Yobanna,622.0,France,Female,29.0,5,0.0,2,1.0,1.0,174980.34,0
38804,Ch'ien,753.0,France,Male,32.0,5,132037.68,1,1.0,1.0,171507.54,0
38806,Liao,687.0,France,Male,30.0,1,0.0,2,1.0,0.0,80174.41,0
38807,Ugochukwu,667.0,Germany,Female,45.0,8,101671.8,2,1.0,0.0,151768.88,0
38808,Leonard,670.0,Spain,Male,38.0,7,0.0,2,1.0,1.0,77619.46,0
38810,Chien,682.0,Spain,Male,54.0,9,0.0,2,0.0,1.0,123462.62,0
38811,Kao,574.0,Germany,Male,37.0,5,134014.82,2,1.0,0.0,,0
38814,Ts'ai,663.0,France,Female,60.0,5,127620.8,1,1.0,1.0,82497.07,0
38815,Hs?,652.0,Germany,Female,34.0,2,129481.72,2,0.0,1.0,113459.01,0
38816,Ibeabuchi,697.0,Spain,Female,42.0,8,0.0,2,1.0,1.0,81766.28,0
38817,Ch'in,684.0,Spain,Male,31.0,4,147946.3,1,0.0,1.0,183808.65,0
38819,Fomin,,Spain,Female,33.0,1,0.0,2,0.0,0.0,155841.22,0
38820,Yuriev,850.0,France,Female,34.0,8,141847.24,1,1.0,0.0,,0
38821,Craig,663.0,Germany,Female,53.0,2,141951.6,2,1.0,1.0,76005.24,0
38822,Hsiung,679.0,France,Female,35.0,1,0.0,1,1.0,1.0,168008.8,1
38824,Chidiebere,627.0,France,Female,30.0,4,145109.34,1,0.0,0.0,51728.85,0
38825,Kao,706.0,Spain,Male,38.0,8,0.0,2,1.0,0.0,97244.04,0
38826,Chukwuemeka,,Germany,Female,37.0,2,134142.88,2,1.0,0.0,155390.71,0
38827,Chidubem,558.0,France,Male,35.0,3,134306.94,1,0.0,0.0,,0
38828,Ch'ang,614.0,France,Female,38.0,10,106377.16,2,0.0,0.0,77705.6,0
38829,Riddle,537.0,France,Male,36.0,1,0.0,2,1.0,1.0,177986.8,0
38831,Bryant,850.0,Germany,Female,37.0,3,136434.09,2,1.0,1.0,54364.63,0
38832,Chukwudi,631.0,Spain,Female,55.0,9,99422.0,1,1.0,0.0,,0
38834,Ogochukwu,582.0,France,Female,39.0,3,160862.48,2,0.0,0.0,,1
38838,Kaeppel,758.0,France,Male,38.0,1,0.0,2,0.0,1.0,76518.08,0
38839,Nwebube,608.0,France,Male,31.0,5,106548.32,1,1.0,0.0,143247.32,0
38842,Shih,648.0,Spain,Female,30.0,1,0.0,2,1.0,1.0,121754.76,1
38843,Tuan,651.0,France,Male,33.0,2,0.0,2,1.0,1.0,73134.27,0
38844,Ts'ui,627.0,France,Male,32.0,2,152014.84,2,0.0,0.0,122236.51,1
38845,Teng,659.0,Germany,Female,40.0,9,109605.25,2,0.0,1.0,89306.6,0
38848,Chinwendu,678.0,Germany,Male,48.0,1,83623.99,2,1.0,1.0,174776.58,0
38849,Kerr,,France,Male,43.0,6,0.0,2,1.0,1.0,57645.5,1
38850,Yermakov,635.0,Spain,Male,34.0,9,142835.02,1,0.0,1.0,,0
38851,Chinomso,520.0,France,Male,41.0,8,0.0,1,1.0,1.0,36354.33,1
38852,She,607.0,Spain,Male,47.0,5,0.0,1,1.0,0.0,,1
38853,Zikoranachukwudimma,678.0,France,Female,40.0,8,0.0,2,1.0,1.0,142465.21,0
38854,Okwuadigbo,559.0,Spain,Male,41.0,6,0.0,1,0.0,0.0,,0
38855,P'an,687.0,France,Male,35.0,8,100979.28,2,1.0,0.0,161585.56,0
38856,Yermolayev,567.0,France,Female,20.0,1,139331.29,2,1.0,1.0,178206.8,0
38857,Ch'ien,645.0,Spain,Female,36.0,2,140636.98,1,1.0,1.0,141041.25,0
38858,P'eng,569.0,France,Male,31.0,6,0.0,2,1.0,1.0,,0
38859,Smith,738.0,France,Female,31.0,2,112409.16,2,1.0,0.0,135892.05,1
38860,Yeh,730.0,Spain,Male,34.0,1,66976.12,1,1.0,1.0,170801.19,0
38861,Milano,716.0,France,Male,29.0,9,0.0,2,1.0,0.0,138488.4,0
38862,Dickson,705.0,France,Male,33.0,1,0.0,2,1.0,1.0,137008.28,0
38864,Ugoji,640.0,France,Female,36.0,4,0.0,2,0.0,1.0,159792.0,0
38866,McIntosh,,Spain,Male,43.0,7,0.0,1,1.0,0.0,,1
38867,Chukwuhaenye,592.0,France,Female,48.0,8,123071.53,1,1.0,0.0,132077.72,0
38868,Houghton,498.0,France,Male,39.0,5,108641.21,1,0.0,0.0,139756.09,1
38869,Bradley,554.0,Germany,Female,39.0,4,131311.55,1,0.0,0.0,194027.95,1
38872,Chiang,535.0,France,Male,28.0,1,94182.68,2,1.0,1.0,152417.06,0
38874,Chijindum,573.0,France,Male,27.0,9,116193.88,1,1.0,0.0,152907.01,0
38876,Onwumelu,584.0,France,Female,42.0,3,0.0,1,0.0,0.0,182827.66,1
38877,Yefimova,,Spain,Male,40.0,9,119962.17,1,1.0,1.0,113769.4,0
38878,Ts'ao,710.0,France,Male,34.0,7,0.0,2,1.0,1.0,144298.64,0
38880,Dubinina,645.0,France,Female,36.0,8,0.0,2,1.0,1.0,12102.98,0
38881,Hawkins,693.0,France,Male,39.0,4,0.0,2,1.0,1.0,142024.5,0
38882,Hsiung,488.0,Germany,Female,28.0,9,110893.51,2,0.0,1.0,163587.81,0
38883,Maclean,641.0,France,Male,44.0,3,0.0,2,0.0,1.0,152919.79,0
38884,Wu,544.0,France,Male,44.0,6,104678.31,2,1.0,1.0,44109.63,1
38885,Tseng,679.0,France,Male,41.0,4,0.0,1,1.0,1.0,121114.63,0
38886,Chukwueloka,753.0,France,Male,28.0,2,106667.12,1,1.0,1.0,180940.76,0
38887,Teng,655.0,France,Female,35.0,6,106978.41,1,1.0,0.0,1240.81,0
38888,Mills,703.0,France,Male,50.0,8,160360.64,1,1.0,1.0,79232.39,0
38891,H?,850.0,Spain,Female,34.0,10,0.0,1,1.0,1.0,144806.14,0
38892,Genovesi,461.0,France,Male,73.0,2,170432.84,2,1.0,0.0,164745.07,0
38895,Fiorentino,634.0,France,Male,35.0,7,0.0,2,1.0,1.0,126066.77,0
38898,T'ao,754.0,France,Male,30.0,8,137825.52,2,0.0,1.0,90039.21,0
38899,Lucchesi,641.0,Germany,Male,42.0,5,152175.36,1,0.0,1.0,64746.43,0
38900,Cremonesi,686.0,France,Male,33.0,10,0.0,1,0.0,1.0,41381.11,0
38901,H?,668.0,Spain,Male,43.0,8,0.0,2,1.0,0.0,143624.46,0
38905,Fleming,723.0,France,Female,55.0,7,0.0,2,1.0,1.0,150838.0,1
38907,Chukwudi,584.0,France,Male,48.0,1,121722.61,1,0.0,1.0,61369.33,0
38908,T'ao,599.0,Germany,Male,40.0,5,129823.25,1,1.0,1.0,178065.7,0
38911,Nwankwo,703.0,Germany,Female,36.0,9,133966.79,1,1.0,1.0,144798.94,0
38912,Saunders,619.0,Germany,Female,35.0,4,98928.99,3,1.0,0.0,131387.42,1
38913,Chiemezie,544.0,France,Male,21.0,9,131069.88,1,0.0,1.0,51089.69,0
38914,Onwuamaeze,655.0,Spain,Female,44.0,6,0.0,2,1.0,1.0,93680.38,0
38915,Bellucci,435.0,France,Female,28.0,4,0.0,2,1.0,0.0,16606.18,0
38916,Micco,706.0,Spain,Female,46.0,2,127913.35,1,1.0,0.0,149979.7,0
38917,Nwankwo,725.0,France,Male,47.0,8,0.0,1,1.0,0.0,36320.54,0
38920,Fanucci,605.0,France,Female,31.0,3,0.0,2,0.0,0.0,97015.61,0
38921,Ku,731.0,Germany,Female,38.0,7,130222.22,1,1.0,0.0,182577.36,1
38923,Chien,687.0,Spain,Male,67.0,9,0.0,2,1.0,1.0,147813.42,0
38924,Doyle,802.0,France,Male,38.0,2,0.0,2,1.0,1.0,172418.98,0
38926,Hsieh,568.0,France,Female,34.0,6,0.0,2,0.0,1.0,161346.64,0
38927,H?,741.0,Spain,Male,25.0,4,0.0,2,0.0,0.0,74423.55,0
38930,Nebechukwu,626.0,France,Female,32.0,6,0.0,2,1.0,0.0,66485.0,0
38931,Bailey,684.0,France,Male,45.0,9,139981.66,1,1.0,0.0,33402.19,1
38932,Wright,526.0,Germany,Male,34.0,2,122767.94,1,1.0,0.0,47277.96,1
38933,Ross,697.0,France,Male,29.0,6,0.0,1,1.0,1.0,133018.56,0
38934,Tuan,681.0,France,Female,50.0,2,81073.45,1,1.0,1.0,,1
38935,Onyekachi,478.0,Spain,Female,31.0,5,104007.29,1,1.0,0.0,179950.24,1
38936,Okwuadigbo,681.0,France,Female,44.0,1,0.0,2,1.0,0.0,172887.1,0
38940,Palerma,699.0,Germany,Female,37.0,8,101913.95,1,0.0,0.0,,0
38941,Chinwemma,850.0,France,Male,39.0,6,120986.96,1,1.0,0.0,184184.64,1
38942,Pirozzi,757.0,Spain,Female,25.0,0,0.0,2,1.0,0.0,166686.5,0
38943,Chukwudi,531.0,Spain,Female,33.0,9,91272.91,2,1.0,0.0,135590.12,0
38944,Izuchukwu,809.0,France,Female,42.0,7,0.0,2,1.0,0.0,183359.29,0
38945,Ijendu,655.0,Germany,Female,61.0,2,183863.58,1,1.0,0.0,160984.28,1
38949,Lo Duca,669.0,Spain,Male,31.0,8,138041.33,1,0.0,1.0,116629.63,0
38950,Nnamdi,769.0,France,Female,46.0,9,0.0,1,1.0,0.0,,1
38951,Brookes,,France,Female,36.0,3,0.0,2,1.0,1.0,155418.1,0
38952,Wall,,Spain,Male,22.0,9,99357.75,1,1.0,0.0,68394.69,0
38953,Pai,715.0,France,Male,41.0,3,94697.01,1,1.0,0.0,147661.2,1
38954,Mello,452.0,Spain,Male,37.0,10,160453.41,1,1.0,0.0,149731.05,1
38955,Hsiao,627.0,Spain,Female,32.0,3,0.0,2,1.0,1.0,79829.86,0
38956,T'ao,648.0,France,Female,34.0,5,0.0,2,1.0,1.0,95987.33,0
38958,Liao,635.0,Spain,Male,27.0,5,0.0,1,0.0,0.0,92146.38,0
38959,Cattaneo,687.0,Germany,Female,44.0,2,125807.42,2,1.0,1.0,129670.46,1
38960,Pirozzi,710.0,France,Male,25.0,5,103051.74,1,1.0,1.0,60604.1,0
38961,Galkina,596.0,Spain,Female,43.0,4,0.0,2,0.0,0.0,119740.19,0
38963,Chiu,716.0,France,Female,37.0,1,139100.92,1,1.0,1.0,183118.67,0
38964,Okwuoma,803.0,Spain,Male,38.0,2,166064.58,2,1.0,0.0,156380.62,0
38965,Macleod,777.0,France,Female,48.0,1,0.0,1,1.0,1.0,123939.8,1
38966,Toscani,646.0,France,Male,43.0,5,0.0,2,1.0,0.0,97801.12,0
38967,T'ao,707.0,France,Female,38.0,1,136041.8,1,1.0,0.0,136945.82,0
38969,Nwokezuike,679.0,France,Male,40.0,1,0.0,2,0.0,0.0,97036.9,0
38970,Lucchese,679.0,Spain,Male,38.0,2,0.0,2,0.0,1.0,79512.98,0
38971,Okwudiliolisa,576.0,Spain,Female,29.0,5,109045.18,1,1.0,1.0,72998.93,0
38972,Macleod,705.0,France,Male,34.0,2,0.0,2,1.0,0.0,,0
38974,Ejimofor,548.0,France,Male,35.0,1,0.0,2,1.0,0.0,131973.92,0
38976,Lu,569.0,France,Male,41.0,1,140718.01,1,1.0,0.0,141138.75,1
38977,Williamson,523.0,France,Male,44.0,2,123331.97,1,1.0,0.0,125119.81,1
38978,Kennedy,671.0,France,Male,38.0,0,92621.51,2,1.0,0.0,3145.96,0
38981,O'Loghlin,694.0,Spain,Male,38.0,5,0.0,1,0.0,1.0,35540.79,0
38983,Scott,648.0,France,Male,36.0,8,0.0,1,1.0,1.0,175050.5,0
38984,Padovano,802.0,Spain,Male,41.0,6,0.0,2,1.0,1.0,47705.75,0
38985,Fanucci,667.0,Spain,Female,34.0,0,0.0,2,0.0,1.0,38174.37,0
38988,Hayes-Williams,709.0,France,Female,39.0,2,0.0,1,1.0,0.0,80227.48,0
38989,Weaver,555.0,Germany,Male,32.0,4,105306.38,1,0.0,1.0,103662.92,0
38990,Pinto,751.0,France,Female,30.0,8,0.0,2,0.0,1.0,82507.33,0
38991,Zikoranachidimma,553.0,France,Female,33.0,1,0.0,2,1.0,0.0,79603.14,0
38992,Ch'in,697.0,France,Male,34.0,1,92387.13,1,1.0,0.0,114259.96,0
38993,Chiwetelu,567.0,France,Female,45.0,8,122925.37,1,0.0,0.0,85926.3,0
38994,Onwuka,547.0,France,Male,35.0,1,0.0,2,1.0,0.0,,0
38995,Fadden,549.0,France,Male,38.0,1,0.0,2,0.0,1.0,52755.7,0
38996,Chukwuebuka,600.0,Spain,Female,50.0,3,94724.78,1,1.0,0.0,,0
38997,Moseley,850.0,Germany,Female,53.0,3,79791.77,1,1.0,0.0,136857.34,1
38999,Chukwuebuka,635.0,Germany,Female,28.0,7,140977.8,2,1.0,0.0,188034.72,0
39004,Chinweuba,691.0,Spain,Male,21.0,1,178061.48,1,1.0,1.0,141693.1,0
39005,Johnson,635.0,Spain,Male,35.0,1,0.0,2,0.0,0.0,46662.84,0
39006,Bromby,537.0,Germany,Female,37.0,9,157849.26,4,1.0,1.0,117725.5,0
39008,Nwachukwu,479.0,Spain,Male,71.0,5,0.0,2,1.0,1.0,25753.81,0
39009,Yeh,778.0,Germany,Male,35.0,9,117390.3,1,1.0,1.0,,1
39010,P'eng,705.0,France,Female,23.0,4,0.0,1,1.0,1.0,177330.61,0
39011,Ch'iu,443.0,Germany,Female,58.0,2,139056.62,1,1.0,1.0,63688.77,1
39014,Lucchese,632.0,Germany,Male,39.0,1,122292.89,2,0.0,1.0,102362.4,0
39015,Chidumaga,686.0,Germany,Female,42.0,5,148434.71,1,1.0,1.0,129972.08,0
39018,Hsieh,850.0,France,Female,30.0,8,0.0,2,1.0,0.0,,0
39019,Mazzanti,553.0,France,Female,60.0,1,0.0,2,0.0,1.0,163491.86,0
39021,Hsia,587.0,Germany,Female,32.0,2,134559.14,1,1.0,0.0,90645.09,1
39022,Okoli,682.0,France,Male,33.0,2,0.0,2,1.0,1.0,,0
39025,Mancini,687.0,Germany,Female,47.0,4,131154.17,1,1.0,0.0,149289.05,1
39026,Longo,684.0,France,Female,38.0,7,152835.75,1,1.0,1.0,152028.91,0
39028,Yobachukwu,757.0,France,Male,29.0,7,145545.17,1,1.0,1.0,83022.13,0
39029,Iloerika,738.0,France,Male,29.0,7,0.0,2,1.0,0.0,,0
39031,Y?,660.0,France,Female,44.0,7,146127.32,1,0.0,0.0,97094.79,0
39033,Macleod,753.0,Germany,Male,34.0,4,126330.42,1,1.0,0.0,26492.69,0
39035,Nkemakonam,699.0,France,Male,43.0,1,149186.25,1,0.0,0.0,47299.32,0
39037,Oluchi,,France,Female,33.0,9,136824.21,3,1.0,0.0,103311.42,1
39039,Chiang,850.0,France,Male,35.0,6,86332.55,1,1.0,0.0,138366.5,0
39040,H?,648.0,France,Female,34.0,2,0.0,1,1.0,0.0,64579.53,0
39045,Rolon,569.0,Spain,Female,44.0,3,140024.83,1,1.0,1.0,163945.71,1
39046,Onyekaozulu,496.0,France,Female,38.0,2,0.0,2,0.0,0.0,78719.55,0
39047,Hargreaves,718.0,France,Male,40.0,6,124956.77,2,0.0,1.0,73078.11,1
